"","id","female","city","age","logins","succession","unsubscribe"
"1575",1575,0,0,36,0,1,0
"1576",1576,0,1,53,0,1,1
"1577",1577,0,1,50,10,0,0
"1578",1578,1,1,48,10,0,0
"1579",1579,0,0,47,0,1,1
"1580",1580,1,1,39,5,1,0
"1581",1581,0,0,44,8,0,1
"1582",1582,1,1,47,3,1,0
"1583",1583,1,0,42,0,1,0
"1584",1584,1,1,41,0,1,0
"1585",1585,0,1,47,0,1,1
"1586",1586,0,0,30,0,1,1
"1587",1587,0,1,50,7,1,1
"1588",1588,0,1,47,5,1,0
"1589",1589,0,1,47,5,1,0
"1590",1590,0,1,57,9,0,0
"1591",1591,1,1,37,7,1,1
"1592",1592,0,1,41,7,1,1
"1593",1593,0,1,46,4,1,0
"1594",1594,0,0,35,0,1,1
"1595",1595,1,1,39,3,1,1
"1596",1596,0,1,49,7,1,0
"1597",1597,0,1,46,10,0,1
"1598",1598,1,1,56,7,1,0
"1599",1599,0,1,45,5,1,0
"1600",1600,1,1,39,3,1,1
"1601",1601,1,0,51,0,1,0
"1602",1602,1,1,43,9,0,0
"1603",1603,0,1,61,0,1,0
"1604",1604,1,1,37,2,1,0
"1605",1605,0,1,31,5,1,0
"1606",1606,1,1,43,8,0,0
"1607",1607,1,1,50,3,1,0
"1608",1608,0,1,49,0,1,0
"1609",1609,0,1,38,0,1,0
"1610",1610,1,1,43,0,1,1
"1611",1611,0,1,49,4,1,1
"1612",1612,1,1,51,10,0,0
"1613",1613,1,1,35,10,0,0
"1614",1614,1,1,36,2,1,1
"1615",1615,1,0,58,8,0,0
"1616",1616,1,1,49,4,1,1
"1617",1617,1,1,48,3,1,0
"1618",1618,0,1,42,10,0,0
"1619",1619,1,1,39,10,0,0
"1620",1620,1,0,41,0,1,1
"1621",1621,1,0,44,0,1,1
"1622",1622,0,1,54,3,1,0
"1623",1623,0,0,46,0,1,1
"1624",1624,1,1,48,5,1,1
"1625",1625,1,1,48,7,1,1
"1626",1626,0,1,50,10,0,0
"1627",1627,0,1,51,5,1,0
"1628",1628,0,1,48,5,1,1
"1629",1629,0,0,51,2,1,0
"1630",1630,1,1,44,7,1,1
"1631",1631,1,1,41,5,1,0
"1632",1632,0,0,45,8,0,0
"1633",1633,1,1,53,5,1,0
"1634",1634,1,1,40,5,1,0
"1635",1635,0,1,57,0,1,0
"1636",1636,0,1,57,7,1,1
"1637",1637,0,1,46,4,1,1
"1638",1638,1,1,51,3,1,0
"1639",1639,0,0,47,8,0,0
"1640",1640,0,1,39,7,1,1
"1641",1641,0,1,32,7,1,0
"1642",1642,1,1,51,4,1,1
"1643",1643,0,1,53,4,1,0
"1644",1644,1,1,58,8,1,0
"1645",1645,0,1,44,4,1,0
"1646",1646,1,1,64,2,1,1
"1647",1647,1,1,45,9,0,0
"1648",1648,0,1,51,8,0,0
"1649",1649,1,1,41,5,1,0
"1650",1650,1,1,45,10,0,0
"1651",1651,1,1,42,10,0,0
"1652",1652,1,1,42,10,0,0
"1653",1653,0,1,39,3,1,1
"1654",1654,0,1,51,10,0,0
"1655",1655,1,1,39,3,1,0
"1656",1656,1,1,51,5,1,0
"1657",1657,1,1,39,3,1,0
"1658",1658,0,1,52,3,1,0
"1659",1659,0,1,42,4,1,0
"1660",1660,0,1,51,9,0,0
"1661",1661,0,1,61,10,0,0
"1662",1662,0,1,45,3,1,1
"1663",1663,0,1,50,8,1,1
"1664",1664,1,1,51,10,0,0
"1665",1665,0,0,55,0,1,0
"1666",1666,1,1,39,10,0,0
"1667",1667,0,1,42,0,1,0
"1668",1668,0,1,48,0,1,0
"1669",1669,1,1,43,10,0,0
"1670",1670,1,0,56,0,1,0
"1671",1671,0,1,48,5,1,0
"1672",1672,0,1,48,5,1,0
"1673",1673,0,1,46,5,1,1
"1674",1674,1,1,45,9,0,1
"1675",1675,0,1,40,0,1,1
"1676",1676,1,1,43,0,1,0
"1677",1677,1,0,61,0,1,0
"1678",1678,1,0,48,8,0,0
"1679",1679,0,1,62,10,0,0
"1680",1680,1,1,54,0,1,1
"1681",1681,0,1,49,4,1,1
"1682",1682,1,1,40,5,1,0
"1683",1683,0,1,44,3,1,0
"1684",1684,1,1,48,0,1,0
"1685",1685,0,1,38,7,1,1
"1686",1686,1,1,34,9,0,0
"1687",1687,0,1,53,0,1,1
"1688",1688,0,1,42,7,1,1
"1689",1689,0,1,56,3,1,0
"1690",1690,0,1,45,7,1,0
"1691",1691,0,1,50,4,1,0
"1692",1692,0,1,53,4,1,0
"1693",1693,0,1,47,3,1,0
"1694",1694,1,1,47,7,1,0
"1695",1695,0,1,44,5,1,0
"1696",1696,1,1,59,8,0,0
"1697",1697,0,0,37,9,0,0
"1698",1698,0,1,49,5,1,1
"1699",1699,1,0,37,8,0,0
"1700",1700,1,1,37,4,1,0
"1701",1701,1,0,48,0,1,0
"1702",1702,0,1,46,4,1,0
"1703",1703,0,1,32,2,1,0
"1704",1704,1,0,46,8,0,0
"1705",1705,0,1,51,9,0,0
"1706",1706,1,1,43,8,0,0
"1707",1707,1,1,47,3,1,0
"1708",1708,1,1,37,0,1,0
"1709",1709,1,1,52,4,1,0
"1710",1710,1,1,52,8,1,1
"1711",1711,1,1,41,5,1,0
"1712",1712,1,1,52,0,1,0
"1713",1713,0,0,33,0,1,1
"1714",1714,1,1,54,10,0,1
"1715",1715,1,1,42,5,1,0
"1716",1716,1,1,62,5,1,1
"1717",1717,0,1,47,0,1,0
"1718",1718,1,1,46,3,1,0
"1719",1719,1,0,39,0,1,1
"1720",1720,1,1,45,7,1,0
"1721",1721,0,1,40,8,1,0
"1722",1722,1,1,32,3,1,0
"1723",1723,0,0,53,0,1,0
"1724",1724,1,0,50,0,1,1
"1725",1725,0,0,53,0,1,0
"1726",1726,1,1,48,10,0,0
"1727",1727,0,0,48,0,1,0
"1728",1728,1,1,50,10,0,0
"1729",1729,1,1,52,0,1,0
"1730",1730,0,0,41,0,1,1
"1731",1731,0,0,41,0,1,1
"1732",1732,0,1,45,0,1,0
"1733",1733,0,1,46,0,1,0
"1734",1734,1,1,32,5,1,0
"1735",1735,1,1,39,5,1,0
"1736",1736,1,1,45,10,0,0
"1737",1737,1,1,44,10,0,0
"1738",1738,0,1,47,0,1,0
"1739",1739,0,1,48,8,0,1
"1740",1740,0,1,41,4,1,0
"1741",1741,0,1,41,2,1,1
"1742",1742,0,1,43,5,1,0
"1743",1743,1,1,45,10,0,0
"1744",1744,0,1,33,5,1,1
"1745",1745,0,0,39,0,1,0
"1746",1746,1,0,46,0,1,0
"1747",1747,1,1,38,0,1,1
"1748",1748,1,1,49,2,1,0
"1749",1749,0,1,43,10,0,0
"1750",1750,0,1,51,8,0,0
"1751",1751,0,1,42,9,0,0
"1752",1752,1,1,40,9,0,0
"1753",1753,0,1,34,2,1,0
"1754",1754,0,1,44,7,1,1
"1755",1755,1,1,43,10,0,0
"1756",1756,0,0,43,0,1,0
"1757",1757,0,1,37,0,1,0
"1758",1758,0,0,46,0,1,0
"1759",1759,1,1,48,10,0,0
"1760",1760,1,0,48,9,0,0
"1761",1761,1,1,53,7,1,0
"1762",1762,0,1,47,8,0,0
"1763",1763,1,1,40,10,0,0
"1764",1764,1,1,52,8,1,0
"1765",1765,1,1,50,5,1,1
"1766",1766,1,1,45,7,1,1
"1767",1767,1,1,36,8,0,0
"1768",1768,0,1,45,5,1,1
"1769",1769,1,1,37,0,1,0
"1770",1770,0,1,52,3,1,0
"1771",1771,0,1,42,10,0,0
"1772",1772,0,1,45,9,0,0
"1773",1773,0,1,51,7,1,0
"1774",1774,0,1,53,9,0,0
"1775",1775,0,1,43,3,1,0
"1776",1776,1,0,45,0,1,1
"1777",1777,1,1,54,2,1,1
"1778",1778,0,0,49,8,0,0
"1779",1779,0,1,45,10,0,0
"1780",1780,0,1,42,10,0,0
"1781",1781,0,0,53,7,0,0
"1782",1782,1,1,53,3,1,0
"1783",1783,0,1,39,0,1,1
"1784",1784,1,1,42,10,0,0
"1785",1785,1,1,44,10,0,0
"1786",1786,0,1,40,0,1,1
"1787",1787,0,1,42,10,0,0
"1788",1788,1,1,41,7,1,0
"1789",1789,0,1,29,5,1,0
"1790",1790,1,0,32,0,1,0
"1791",1791,1,1,44,10,0,0
"1792",1792,0,1,46,10,0,0
"1793",1793,1,1,50,4,1,1
"1794",1794,1,1,45,10,0,0
"1795",1795,0,1,47,5,1,1
"1796",1796,1,1,43,10,0,0
"1797",1797,0,1,57,10,0,0
"1798",1798,0,1,32,7,1,0
"1799",1799,0,1,47,9,0,0
"1800",1800,1,1,50,7,1,0
"1801",1801,0,1,39,9,0,0
"1802",1802,1,1,34,5,1,0
"1803",1803,1,0,51,2,1,0
"1804",1804,0,1,49,7,1,0
"1805",1805,0,1,45,10,0,0
"1806",1806,1,1,64,5,1,0
"1807",1807,1,0,40,8,0,1
"1808",1808,0,1,50,3,1,0
"1809",1809,0,0,55,8,0,0
"1810",1810,1,1,44,7,1,0
"1811",1811,0,1,32,5,1,0
"1812",1812,1,0,55,8,0,0
"1813",1813,1,1,27,0,1,0
"1814",1814,1,1,56,9,0,0
"1815",1815,0,1,46,3,1,0
"1816",1816,1,1,50,5,1,1
"1817",1817,1,0,34,0,1,1
"1818",1818,0,1,46,3,1,1
"1819",1819,1,0,42,8,0,0
"1820",1820,0,1,49,5,1,0
"1821",1821,1,0,38,0,1,0
"1822",1822,1,1,47,9,0,1
"1823",1823,1,1,50,0,1,0
"1824",1824,1,1,46,5,1,0
"1825",1825,0,1,45,0,1,1
"1826",1826,1,1,48,7,1,1
"1827",1827,1,1,47,3,1,0
"1828",1828,0,1,40,0,1,0
"1829",1829,0,1,47,2,1,0
"1830",1830,0,1,41,9,0,0
"1831",1831,1,1,51,3,1,0
"1832",1832,1,1,46,10,0,0
"1833",1833,0,0,38,8,0,0
"1834",1834,1,1,44,7,1,1
"1835",1835,1,0,45,8,0,0
"1836",1836,1,1,42,5,1,1
"1837",1837,1,0,31,0,1,1
"1838",1838,1,1,47,0,1,0
"1839",1839,1,1,54,3,1,1
"1840",1840,1,1,46,4,1,0
"1841",1841,1,1,40,4,1,0
"1842",1842,1,1,64,10,0,0
"1843",1843,1,1,40,4,1,1
"1844",1844,1,0,52,0,1,1
"1845",1845,1,1,46,8,0,0
"1846",1846,1,1,39,10,0,0
"1847",1847,0,1,53,4,1,1
"1848",1848,1,1,46,9,0,0
"1849",1849,0,0,52,7,0,0
"1850",1850,1,1,56,0,1,0
"1851",1851,1,1,49,10,0,0
"1852",1852,1,1,45,2,1,0
"1853",1853,1,1,54,9,0,0
"1854",1854,1,1,48,8,0,0
"1855",1855,1,1,58,2,1,0
"1856",1856,1,1,47,9,0,0
"1857",1857,1,1,48,3,1,0
"1858",1858,0,1,58,3,1,0
"1859",1859,0,0,45,0,1,0
"1860",1860,0,1,56,2,1,0
"1861",1861,0,0,51,0,1,0
"1862",1862,0,0,38,0,1,1
"1863",1863,1,1,33,10,0,0
"1864",1864,0,0,44,3,1,0
"1865",1865,1,0,52,0,1,1
"1866",1866,0,1,40,9,0,0
"1867",1867,0,1,54,3,1,0
"1868",1868,1,1,40,2,1,0
"1869",1869,1,1,44,10,0,1
"1870",1870,1,0,45,0,1,0
"1871",1871,1,1,44,5,1,0
"1872",1872,1,0,35,0,1,1
"1873",1873,0,1,52,4,1,0
"1874",1874,1,1,49,10,0,0
"1875",1875,1,1,52,10,0,0
"1876",1876,0,1,51,5,1,0
"1877",1877,1,1,41,10,0,0
"1878",1878,1,1,42,7,1,1
"1879",1879,1,1,45,10,0,0
"1880",1880,1,1,55,8,0,0
"1881",1881,0,1,49,4,1,0
"1882",1882,0,1,51,4,1,1
"1883",1883,0,1,45,8,1,0
"1884",1884,1,1,40,8,0,0
"1885",1885,1,1,47,5,1,0
"1886",1886,0,1,47,5,1,0
"1887",1887,0,1,48,5,1,0
"1888",1888,1,1,42,3,1,1
"1889",1889,1,1,23,5,1,0
"1890",1890,1,1,46,5,1,1
"1891",1891,1,1,55,10,0,0
"1892",1892,0,1,51,9,0,0
"1893",1893,0,1,45,9,0,0
"1894",1894,0,1,51,5,1,1
"1895",1895,0,1,39,7,1,1
"1896",1896,1,1,51,8,0,0
"1897",1897,1,1,48,3,1,0
"1898",1898,1,1,49,0,1,0
"1899",1899,1,0,43,0,1,1
"1900",1900,1,1,42,2,1,0
"1901",1901,1,1,50,7,1,0
"1902",1902,1,1,40,5,1,1
"1903",1903,1,1,43,0,1,1
"1904",1904,0,1,55,8,1,1
"1905",1905,1,1,34,0,1,0
"1906",1906,0,1,42,3,1,1
"1907",1907,0,1,25,5,1,0
"1908",1908,1,1,49,2,1,0
"1909",1909,1,1,57,9,0,0
"1910",1910,0,1,44,10,0,0
"1911",1911,1,0,33,0,1,1
"1912",1912,0,1,44,8,0,1
"1913",1913,1,0,45,8,0,0
"1914",1914,1,1,50,0,1,0
"1915",1915,1,1,45,0,1,1
"1916",1916,0,1,41,4,1,1
"1917",1917,1,1,42,5,1,0
"1918",1918,1,1,49,7,1,0
"1919",1919,0,0,44,0,1,1
"1920",1920,0,1,48,3,1,0
"1921",1921,0,1,47,5,1,0
"1922",1922,0,1,48,3,1,0
"1923",1923,0,1,48,0,1,1
"1924",1924,0,1,52,0,1,0
"1925",1925,0,1,45,10,0,0
"1926",1926,0,1,51,7,1,0
"1927",1927,1,1,51,10,0,0
"1928",1928,0,1,36,2,1,0
"1929",1929,0,1,53,7,1,1
"1930",1930,0,1,39,10,0,1
"1931",1931,1,1,45,3,1,0
"1932",1932,1,1,51,0,1,1
"1933",1933,0,1,46,7,1,0
"1934",1934,1,1,45,4,1,0
"1935",1935,0,1,50,10,0,0
"1936",1936,1,1,44,3,1,0
"1937",1937,1,1,40,5,1,0
"1938",1938,0,1,37,5,1,1
"1939",1939,1,1,45,8,0,0
"1940",1940,1,1,50,3,1,1
"1941",1941,0,0,39,0,1,0
"1942",1942,0,1,36,0,1,1
"1943",1943,0,1,49,2,1,0
"1944",1944,1,1,37,0,1,1
"1945",1945,1,1,45,4,1,0
"1946",1946,0,1,43,10,0,0
"1947",1947,0,1,62,7,1,0
"1948",1948,1,1,45,9,0,0
"1949",1949,0,1,51,5,1,1
"1950",1950,1,1,38,8,0,0
"1951",1951,0,1,38,8,0,0
"1952",1952,1,1,46,8,0,0
"1953",1953,1,1,50,4,1,0
"1954",1954,1,1,43,7,1,1
"1955",1955,0,1,41,7,1,1
"1956",1956,0,1,44,5,1,0
"1957",1957,0,1,54,5,1,0
"1958",1958,1,1,39,5,1,0
"1959",1959,0,1,43,10,0,0
"1960",1960,0,1,48,4,1,0
"1961",1961,0,1,45,5,1,0
"1962",1962,0,1,53,10,0,0
"1963",1963,0,1,35,10,0,0
"1964",1964,1,1,38,7,1,0
"1965",1965,0,1,58,10,0,0
"1966",1966,0,1,36,9,0,0
"1967",1967,1,0,42,0,1,1
"1968",1968,0,1,61,3,1,0
"1969",1969,0,1,44,5,1,0
"1970",1970,1,1,55,10,0,0
"1971",1971,1,0,51,0,1,0
"1972",1972,1,0,30,3,1,0
"1973",1973,1,1,47,8,1,1
"1974",1974,1,0,46,0,1,1
"1975",1975,0,1,60,9,0,0
"1976",1976,0,0,36,0,1,1
"1977",1977,1,1,55,7,1,1
"1978",1978,0,1,45,0,1,1
"1979",1979,0,1,43,10,0,0
"1980",1980,0,1,37,8,1,0
"1981",1981,0,1,41,4,1,0
"1982",1982,0,1,39,4,1,0
"1983",1983,1,1,37,10,0,0
"1984",1984,0,1,43,9,0,0
"1985",1985,0,0,37,0,1,1
"1986",1986,0,1,45,9,0,0
"1987",1987,0,1,37,3,1,1
"1988",1988,1,1,60,4,1,0
"1989",1989,1,1,39,7,1,1
"1990",1990,0,1,45,7,1,0
"1991",1991,1,1,51,7,1,0
"1992",1992,1,1,46,3,1,1
"1993",1993,1,1,51,10,0,0
"1994",1994,0,0,49,8,0,0
"1995",1995,0,1,46,8,0,0
"1996",1996,1,1,53,4,1,0
"1997",1997,1,1,40,10,0,0
"1998",1998,1,1,45,0,1,0
"1999",1999,1,1,48,3,1,0
"2000",2000,0,1,45,3,1,1
"2001",2001,0,1,43,9,0,0
"2002",2002,0,1,55,5,1,0
"2003",2003,0,1,44,0,1,1
"2004",2004,1,1,45,8,0,0
"2005",2005,0,1,40,10,0,0
"2006",2006,0,1,48,2,1,0
"2007",2007,0,1,37,9,0,0
"2008",2008,1,1,33,4,1,1
"2009",2009,0,1,45,0,1,1
"2010",2010,1,1,40,10,0,0
"2011",2011,0,1,51,5,1,0
"2012",2012,1,0,53,0,1,0
"2013",2013,0,1,57,0,1,0
"2014",2014,1,1,40,8,1,0
"2015",2015,0,1,40,5,1,0
"2016",2016,0,1,46,0,1,0
"2017",2017,1,1,56,0,1,0
"2018",2018,1,0,42,0,1,1
"2019",2019,1,1,36,10,0,0
"2020",2020,1,1,55,5,1,0
"2021",2021,1,1,44,0,1,0
"2022",2022,0,1,43,10,0,0
"2023",2023,1,1,50,0,1,0
"2024",2024,1,1,46,0,1,1
"2025",2025,0,1,48,4,1,0
"2026",2026,1,1,41,0,1,0
"2027",2027,1,1,45,0,1,0
"2028",2028,1,1,44,5,1,0
"2029",2029,1,1,47,10,0,1
"2030",2030,1,1,33,0,1,0
"2031",2031,0,1,53,7,1,1
"2032",2032,0,1,60,3,1,0
"2033",2033,1,1,39,4,1,1
"2034",2034,0,1,53,0,1,0
"2035",2035,1,0,43,8,0,1
"2036",2036,1,1,39,3,1,0
"2037",2037,1,1,54,8,0,0
"2038",2038,0,1,52,10,0,0
"2039",2039,1,1,52,9,0,0
"2040",2040,1,1,50,10,0,0
"2041",2041,0,1,39,2,1,0
"2042",2042,1,1,46,7,1,0
"2043",2043,0,1,47,5,1,0
"2044",2044,1,1,50,4,1,0
"2045",2045,0,1,50,4,1,0
"2046",2046,1,1,52,4,1,0
"2047",2047,1,1,43,0,1,1
"2048",2048,0,1,50,3,1,1
"2049",2049,1,1,45,8,0,0
"2050",2050,1,1,45,5,1,0
"2051",2051,0,1,50,7,1,0
"2052",2052,0,1,43,0,1,0
"2053",2053,1,1,52,10,0,1
"2054",2054,0,1,46,5,1,0
"2055",2055,1,0,49,2,1,0
"2056",2056,1,1,44,3,1,0
"2057",2057,0,1,33,3,1,0
"2058",2058,1,1,49,10,0,1
"2059",2059,1,1,58,10,0,1
"2060",2060,1,1,48,0,1,1
"2061",2061,0,1,40,2,1,1
"2062",2062,0,1,60,8,0,0
"2063",2063,1,1,39,4,1,0
"2064",2064,0,0,51,8,0,0
"2065",2065,0,1,52,8,0,0
"2066",2066,0,1,38,7,1,0
"2067",2067,1,0,54,0,1,0
"2068",2068,1,1,45,7,1,1
"2069",2069,1,1,54,0,1,0
"2070",2070,1,1,51,5,1,0
"2071",2071,1,1,48,0,1,1
"2072",2072,0,1,36,5,1,0
"2073",2073,0,1,62,9,0,0
"2074",2074,1,1,53,8,1,1
"2075",2075,1,1,33,8,0,0
"2076",2076,1,0,50,0,1,1
"2077",2077,1,1,41,5,1,1
"2078",2078,1,1,50,0,1,1
"2079",2079,0,1,48,3,1,1
"2080",2080,1,1,56,5,1,1
"2081",2081,0,1,44,7,1,0
"2082",2082,1,1,41,0,1,0
"2083",2083,0,1,47,10,0,0
"2084",2084,1,1,50,0,1,1
"2085",2085,0,1,39,3,1,0
"2086",2086,0,1,47,5,1,0
"2087",2087,0,1,36,7,1,1
"2088",2088,1,1,44,5,1,0
"2089",2089,1,1,51,0,1,0
"2090",2090,0,1,56,2,1,0
"2091",2091,0,1,54,0,1,0
"2092",2092,1,1,39,4,1,1
"2093",2093,1,1,21,10,0,0
"2094",2094,1,1,40,7,1,1
"2095",2095,1,1,52,0,1,0
"2096",2096,0,0,50,8,0,0
"2097",2097,0,1,43,2,1,0
"2098",2098,1,1,41,9,0,0
"2099",2099,0,0,50,0,1,0
"2100",2100,1,1,45,7,1,0
"2101",2101,1,1,41,10,0,0
"2102",2102,1,1,41,8,0,0
"2103",2103,1,1,32,0,1,0
"2104",2104,0,1,55,5,1,1
"2105",2105,0,1,49,5,1,1
"2106",2106,1,1,35,10,0,0
"2107",2107,0,1,33,7,1,1
"2108",2108,0,1,48,8,0,0
"2109",2109,0,0,45,9,0,0
"2110",2110,1,1,46,3,1,0
"2111",2111,1,0,47,0,1,0
"2112",2112,1,1,45,7,1,0
"2113",2113,0,1,44,4,1,0
"2114",2114,0,1,38,10,0,0
"2115",2115,0,1,43,10,0,0
"2116",2116,1,1,53,2,1,0
"2117",2117,0,1,39,4,1,0
"2118",2118,0,1,54,5,1,1
"2119",2119,1,1,51,8,1,0
"2120",2120,1,0,38,8,0,0
"2121",2121,0,1,54,8,0,0
"2122",2122,1,1,50,10,0,0
"2123",2123,0,1,47,3,1,0
"2124",2124,1,1,35,5,1,0
"2125",2125,0,1,65,0,1,1
"2126",2126,0,1,47,0,1,0
"2127",2127,1,0,45,0,1,1
"2128",2128,0,1,51,4,1,1
"2129",2129,1,1,40,8,1,0
"2130",2130,0,1,41,7,1,1
"2131",2131,0,1,50,4,1,0
"2132",2132,0,1,45,2,1,1
"2133",2133,0,1,34,8,0,0
"2134",2134,1,1,56,8,0,0
"2135",2135,1,1,32,4,1,1
"2136",2136,0,1,47,10,0,0
"2137",2137,0,1,50,0,1,1
"2138",2138,0,1,46,0,1,0
"2139",2139,1,1,49,10,0,0
"2140",2140,1,1,35,10,0,0
"2141",2141,0,1,49,3,1,1
"2142",2142,0,1,31,10,0,1
"2143",2143,1,1,39,5,1,0
"2144",2144,1,1,45,5,1,0
"2145",2145,0,1,52,3,1,0
"2146",2146,1,1,59,3,1,0
"2147",2147,0,1,31,10,0,0
"2148",2148,1,1,36,5,1,1
"2149",2149,0,1,44,10,0,0
"2150",2150,0,1,48,10,0,0
"2151",2151,1,0,47,3,1,1
"2152",2152,1,1,46,9,0,0
"2153",2153,0,1,39,2,1,0
"2154",2154,0,1,42,0,1,1
"2155",2155,0,0,45,0,1,1
"2156",2156,1,1,49,7,1,0
"2157",2157,0,1,50,9,0,0
"2158",2158,0,1,45,10,0,0
"2159",2159,0,1,34,5,1,1
"2160",2160,0,0,42,0,1,0
"2161",2161,1,0,61,9,0,0
"2162",2162,1,1,47,5,1,0
"2163",2163,0,0,44,0,1,0
"2164",2164,1,1,46,9,0,0
"2165",2165,0,1,47,0,1,0
"2166",2166,1,1,46,7,1,1
"2167",2167,1,1,44,5,1,0
"2168",2168,0,1,45,7,1,1
"2169",2169,1,1,50,10,0,0
"2170",2170,0,1,48,5,1,1
"2171",2171,1,1,34,10,0,0
"2172",2172,0,1,44,8,0,0
"2173",2173,0,1,53,0,1,0
"2174",2174,0,1,35,0,1,1
"2175",2175,0,1,56,5,1,0
"2176",2176,0,1,51,10,0,0
"2177",2177,0,1,42,5,1,0
"2178",2178,0,1,52,9,0,1
"2179",2179,1,1,43,9,0,0
"2180",2180,1,1,42,0,1,0
"2181",2181,1,1,40,0,1,0
"2182",2182,1,1,59,2,1,1
"2183",2183,1,1,51,2,1,0
"2184",2184,0,1,45,3,1,0
"2185",2185,1,0,41,8,0,0
"2186",2186,0,1,34,0,1,0
"2187",2187,1,1,47,9,0,0
"2188",2188,0,1,38,3,1,0
"2189",2189,1,1,39,10,0,0
"2190",2190,0,1,34,8,1,0
"2191",2191,0,1,47,5,1,1
"2192",2192,0,1,49,5,1,0
"2193",2193,1,1,37,3,1,0
"2194",2194,1,0,52,0,1,0
"2195",2195,0,1,46,3,1,0
"2196",2196,0,1,48,8,1,0
"2197",2197,0,1,49,0,1,0
"2198",2198,1,1,49,0,1,1
"2199",2199,0,0,45,0,1,0
"2200",2200,0,1,42,3,1,1
"2201",2201,0,1,41,8,1,0
"2202",2202,1,1,39,5,1,0
"2203",2203,1,0,42,0,1,0
"2204",2204,1,1,41,0,1,1
"2205",2205,0,0,43,0,1,1
"2206",2206,1,0,48,7,0,0
"2207",2207,0,1,43,0,1,0
"2208",2208,0,1,34,3,1,0
"2209",2209,1,1,43,3,1,1
"2210",2210,1,1,37,0,1,0
"2211",2211,1,1,43,4,1,0
"2212",2212,0,1,29,3,1,0
"2213",2213,0,1,43,10,0,0
"2214",2214,0,1,29,5,1,1
"2215",2215,0,1,50,0,1,0
"2216",2216,1,0,41,0,1,1
"2217",2217,0,1,46,10,0,0
"2218",2218,0,1,56,10,0,0
"2219",2219,1,1,33,0,1,1
"2220",2220,0,1,41,0,1,0
"2221",2221,1,1,51,5,1,0
"2222",2222,0,1,38,7,1,1
"2223",2223,1,1,45,4,1,0
"2224",2224,1,1,47,0,1,0
"2225",2225,0,1,53,10,0,1
"2226",2226,0,1,42,2,1,0
"2227",2227,0,1,38,0,1,0
"2228",2228,0,1,56,3,1,1
"2229",2229,1,1,36,0,1,1
"2230",2230,0,1,42,4,1,1
"2231",2231,0,1,39,3,1,0
"2232",2232,1,1,41,10,0,0
"2233",2233,0,1,48,10,0,0
"2234",2234,1,1,62,3,1,0
"2235",2235,0,1,50,0,1,1
"2236",2236,0,0,50,0,1,0
"2237",2237,0,0,50,0,1,1
"2238",2238,0,1,34,2,1,1
"2239",2239,1,1,44,8,1,1
"2240",2240,1,0,47,9,0,0
"2241",2241,1,1,47,7,1,0
"2242",2242,1,1,42,4,1,0
"2243",2243,1,1,42,10,0,0
"2244",2244,0,1,33,0,1,0
"2245",2245,0,1,41,4,1,0
"2246",2246,0,1,45,0,1,0
"2247",2247,0,0,41,0,1,0
"2248",2248,0,1,48,0,1,1
"2249",2249,0,1,43,8,0,0
"2250",2250,0,1,46,0,1,1
"2251",2251,1,1,45,0,1,1
"2252",2252,0,1,54,8,0,0
"2253",2253,1,1,46,5,1,0
"2254",2254,1,1,41,5,1,0
"2255",2255,1,1,42,10,0,0
"2256",2256,0,0,57,0,1,0
"2257",2257,1,0,51,3,1,0
"2258",2258,1,0,55,8,0,0
"2259",2259,0,1,44,9,0,1
"2260",2260,1,1,43,2,1,0
"2261",2261,0,0,47,0,1,0
"2262",2262,1,1,45,7,1,0
"2263",2263,1,1,52,10,0,1
"2264",2264,0,1,37,5,1,1
"2265",2265,1,1,39,5,1,1
"2266",2266,1,1,49,0,1,1
"2267",2267,1,1,50,9,0,0
"2268",2268,0,1,45,5,1,0
"2269",2269,0,0,47,0,1,1
"2270",2270,1,1,47,8,0,1
"2271",2271,1,1,44,0,1,0
"2272",2272,0,0,54,0,1,1
"2273",2273,1,1,52,5,1,1
"2274",2274,1,1,26,5,1,0
"2275",2275,1,0,49,8,0,0
"2276",2276,1,0,45,0,1,0
"2277",2277,1,1,61,9,0,0
"2278",2278,1,1,40,5,1,0
"2279",2279,1,1,47,7,1,0
"2280",2280,0,1,48,4,1,0
"2281",2281,0,1,45,2,1,1
"2282",2282,1,1,58,0,1,0
"2283",2283,1,1,51,8,0,0
"2284",2284,0,1,51,7,1,0
"2285",2285,1,1,48,0,1,1
"2286",2286,1,1,52,10,0,0
"2287",2287,1,0,46,0,1,0
"2288",2288,1,1,56,5,1,0
"2289",2289,0,0,46,8,0,0
"2290",2290,1,0,38,8,0,1
"2291",2291,1,1,57,3,1,0
"2292",2292,1,1,50,5,1,1
"2293",2293,1,1,44,0,1,1
"2294",2294,1,1,47,0,1,1
"2295",2295,0,1,40,7,1,1
"2296",2296,1,1,38,0,1,0
"2297",2297,0,0,49,0,1,0
"2298",2298,0,1,39,7,1,0
"2299",2299,1,1,49,0,1,1
"2300",2300,1,1,40,5,1,1
"2301",2301,1,0,31,0,1,0
"2302",2302,1,1,54,0,1,1
"2303",2303,1,1,52,7,1,0
"2304",2304,1,1,41,5,1,0
"2305",2305,1,1,49,10,0,0
"2306",2306,1,1,50,5,1,0
"2307",2307,1,1,28,5,1,1
"2308",2308,1,1,45,4,1,0
"2309",2309,1,1,48,5,1,1
